year	numdeaths
1982	1061
1983	1178
1984	1200
1985	1252
1986	1341
1987	1320
1988	1521
1989	1584
1990	1593
1991	1730
1992	1720
1993	1828
1994	1901
1995	1999
1996	2021
1997	2068
1998	2050
1999	2124
2000	2318
2001	2386
2002	2526
2003	2482
2004	2528
2005	2719
2006	2725
2007	2938
2008	2888
2009	3033
2010	3181
2011	2960
2012	2956
2013	2943
2014	2928
2015	2920
2016	2907
2017	2897
2018	2873
2019	2833
2020	2764
